artist_name,album_name,track_name,duration_ms,explicit,track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist_genres,artist_popularity,album_genres,album_type,album_popularity,release_date,release_date_precision
A R I Z O N A,Electric Touch,Electric Touch - Midnight Kids Remix,225882.0,False,40.0,0.5429999999999999,0.7190000000000001,0.0,-5.88,1.0,0.0378,0.285,0.0,0.225,0.276,102.007,4.0,edm; electropop; indie poptimism; pop; pop dance; pop edm; tropical house,68.0,,single,40.0,2017-06-30,day
ABSRDST,Do The Runaround,Do The Runaround,158000.0,False,37.0,0.5760000000000001,0.459,1.0,-4.758,0.0,0.133,0.295,0.0,0.129,0.45,134.278,4.0,future bass,43.0,,single,34.0,2017-09-08,day
ABSRDST,Imaginary Friend,Animation,275000.0,False,30.0,0.633,0.6,5.0,-6.089,0.0,0.203,0.107,0.000106,0.393,0.476,160.122,4.0,future bass,43.0,,album,41.0,2018-07-17,day
ABSRDST,In Case It Crashes,In Case It Crashes,188025.0,False,33.0,0.583,0.765,8.0,-5.695,1.0,0.0402,0.000771,0.0709,0.262,0.578,156.95,4.0,future bass,43.0,,single,30.0,2017-01-09,day
ABSRDST,We're Beautiful,We're Beautiful,241711.0,False,48.0,0.6509999999999999,0.7929999999999999,5.0,-5.2879999999999985,1.0,0.0837,0.0383,0.022,0.17800000000000002,0.261,146.07,4.0,future bass,43.0,,single,45.0,2015-01-01,day
ABSRDST,We're Beautiful Remixes,We're Beautiful - GRRL Remix,355423.0,False,8.0,0.737,0.419,10.0,-9.461,1.0,0.0399,0.00994,0.0136,0.201,0.061,118.017,4.0,future bass,43.0,,single,15.0,2016-03-04,day
ABSRDST,We're Beautiful Remixes,We're Beautiful - Masayoshi Iimori Remix,267428.0,False,4.0,0.83,0.841,0.0,-3.374,1.0,0.141,0.0635,0.444,0.175,0.5,145.034,4.0,future bass,43.0,,single,15.0,2016-03-04,day
ABSRDST,We're Beautiful Remixes,We're Beautiful - Maxo Icemix Remix,160000.0,False,6.0,0.669,0.6890000000000001,0.0,-5.3820000000000014,0.0,0.0729,0.0469,0.00539,0.0998,0.57,78.058,4.0,future bass,43.0,,single,15.0,2016-03-04,day
ABSRDST,We're Beautiful Remixes,We're Beautiful - foxsky Remix,337120.0,False,7.0,0.705,0.911,2.0,-3.282,1.0,0.0508,0.00121,0.44,0.387,0.294,128.005,4.0,future bass,43.0,,single,15.0,2016-03-04,day
ABSRDST,We're Beautiful Remixes,Were Beautiful - Matra Magic Future Nova Remix,214973.0,False,12.0,0.767,0.3720000000000001,5.0,-10.887,1.0,0.0722,0.0372,0.05,0.317,0.267,160.02700000000004,4.0,future bass,43.0,,single,15.0,2016-03-04,day
AC,Why Don't You Tell Me,Why Don't You Tell Me,279000.0,False,22.0,0.649,0.845,0.0,-2.449,0.0,0.104,0.454,0.0,0.172,0.635,100.08,4.0,,31.0,,single,19.0,2018-06-29,day
AC.jR & BradyJames,Why Don't You Tell Me,Why Don't You Tell Me,,,,,,,,,,,,,,,,,,,,,,
AIKA,Starscream,Starscream,247200.0,False,23.0,0.6609999999999999,0.911,8.0,-4.357,1.0,0.0893,0.00367,0.313,0.168,0.221,150.08700000000005,4.0,future bass; kawaii future bass,44.0,,single,20.0,2018-05-12,day
AJR,The Click,Netflix Trip,237787.0,False,58.0,0.486,0.733,7.0,-3.511,1.0,0.0409,0.0427,0.0,0.162,0.468,94.948,4.0,modern rock,80.0,,album,73.0,2017-06-09,day
AJR,The Click,Overture,214406.0,False,51.0,0.381,0.65,7.0,-4.266,1.0,0.038,0.132,1.19e-06,0.0368,0.312,132.184,4.0,modern rock,80.0,,album,73.0,2017-06-09,day
AJR,The Click,Sober Up (feat. Rivers Cuomo),218763.0,False,65.0,0.648,0.62,5.0,-4.938,1.0,0.0276,0.284,0.0,0.0833,0.772,93.011,4.0,modern rock,80.0,,album,73.0,2017-06-09,day
AJR,The Click,Weak,201159.0,False,68.0,0.67,0.643,5.0,-4.553,1.0,0.0465,0.118,0.0,0.192,0.703,123.979,4.0,modern rock,80.0,,album,73.0,2017-06-09,day
ARMNHMR,Fallen (feat. Desiree Dawson) (WILLIAM BLACK Remix),Fallen (feat. Desiree Dawson) (WILLIAM BLACK Remix),232922.0,True,39.0,0.578,0.6779999999999999,0.0,-8.206,0.0,0.0666,0.14300000000000002,1.3e-06,0.14300000000000002,0.237,145.02100000000004,4.0,edm; electro house; future bass; melodic dubstep; pop edm,52.0,,single,37.0,2016-04-17,day
ARMNHMR,Wings (The Remixes),Wings (Kharfi Remix),206837.0,False,27.0,0.545,0.7959999999999999,7.0,-4.779,0.0,0.0528,0.0889,3.82e-06,0.229,0.35600000000000004,89.994,4.0,edm; electro house; future bass; melodic dubstep; pop edm,52.0,,single,27.0,2017-01-23,day
AWOLNATION,Megalithic Symphony Deluxe,Sail,259102.0,False,74.0,0.825,0.435,1.0,-9.582,1.0,0.0568,0.452,0.609,0.0953,0.243,119.038,4.0,indie rock; la indie; modern alternative rock; modern rock; pop rock; rock; stomp pop,69.0,,album,73.0,2011,year
Aanysa,Burn Break Crash (Remixes),Burn Break Crash - Madison Mars Remix,223000.0,False,38.0,0.611,0.855,0.0,-1.824,0.0,0.0754,0.188,0.0,0.117,0.529,125.933,4.0,,36.0,,single,38.0,2017-01-13,day
Aaron Shust,Morning Rises,No One Higher,271026.0,False,38.0,0.425,0.706,0.0,-5.706,1.0,0.0318,0.0621,0.0,0.107,0.298,144.007,4.0,anthem worship; ccm; christian alternative rock; christian music; rock cristiano; world worship; worship,51.0,,album,39.0,2013-01-01,day
Absofacto,Thousand Peaces,Dissolve,224660.0,False,70.0,0.688,0.5820000000000001,6.0,-10.668,0.0,0.0542,0.23,0.000157,0.0663,0.872,85.486,4.0,indie psych-pop; shimmer psych,66.0,,single,68.0,2017-11-03,day
Abtmelody,Minecraft Mix,Fallen Kingdom,245262.0,False,50.0,0.353,0.79,5.0,-5.432,0.0,0.0749,0.0101,0.0,0.107,0.311,137.97899999999998,4.0,antiviral pop; minecraft,52.0,,album,50.0,2017-04-25,day
Adam Jensen,Sandcastles,Sandcastles - ToWonder X Severo Remix,214400.0,False,43.0,0.613,0.825,8.0,-2.717,0.0,0.187,0.245,0.0,0.245,0.402,150.072,4.0,indie poptimism; modern alternative rock; modern rock; rebel blues,61.0,,single,40.0,2016-09-29,day
Adam Tell,"Goodbye, For Now","Goodbye, For Now",240500.0,False,18.0,0.8079999999999999,0.42,10.0,-10.559,1.0,0.0383,0.7,0.00364,0.0989,0.498,120.0,4.0,future bass,38.0,,single,16.0,2017-12-20,day
Adele,19,Melt My Heart To Stone,203906.0,False,56.0,0.353,0.388,11.0,-7.091,0.0,0.0366,0.34600000000000003,0.0,0.215,0.19,80.67,4.0,british soul; pop; pop soul; uk pop,86.0,,album,75.0,2008-01-28,day
Adele,25,All I Ask,271800.0,False,68.0,0.591,0.28,4.0,-5.494,1.0,0.0283,0.889,0.0,0.124,0.348,141.916,4.0,british soul; pop; pop soul; uk pop,86.0,,album,80.0,2015-11-20,day
Adrian Lux,Teenage Crime,Teenage Crime - Christofi Remix,210012.0,False,34.0,0.545,0.8270000000000001,11.0,-3.616,0.0,0.0383,0.000303,0.00172,0.355,0.487,76.012,4.0,edm; progressive electro house,51.0,,single,31.0,2018-05-18,day
Adventure Club,Calling All Heroes,Gold (feat. Yuna),257044.0,False,50.0,0.479,0.675,9.0,-4.893,0.0,0.0413,0.0319,0.00536,0.128,0.189,145.02200000000005,4.0,brostep; canadian electronic; chillstep; edm; electro house; electronic trap; electropop; filthstep; future bass; melodic dubstep; pop dance; pop edm,58.0,,single,51.0,2013-10-29,day
Aero Chord,Shadows,Shadows,159930.0,False,52.0,0.67,0.845,5.0,-5.932,0.0,0.051,0.134,0.101,0.121,0.307,95.004,4.0,bass trap; edm; gaming edm; traprun,60.0,,single,49.0,2018-02-27,day
Aero Chord,Time Leap,Time Leap,220316.0,False,40.0,0.518,0.992,5.0,-2.318,1.0,0.0554,0.337,0.745,0.209,0.784,170.051,4.0,bass trap; edm; gaming edm; traprun,60.0,,single,37.0,2013-11-28,day
Aiobahn,If We Never,If We Never,160000.0,False,35.0,0.609,0.945,0.0,-2.5340000000000003,0.0,0.0741,0.0486,1.6e-06,0.387,0.53,126.04,4.0,future bass; kawaii future bass,50.0,,single,32.0,2018-08-31,day
Aiobahn,Medusa,Medusa,175238.0,False,41.0,0.604,0.847,1.0,-3.516,1.0,0.0291,0.0134,0.0,0.307,0.21,126.024,4.0,future bass; kawaii future bass,50.0,,single,38.0,2019-06-18,day
Aiobahn,Monstercat Instinct Vol. 3,Motivation,186093.0,False,15.0,0.7559999999999999,0.938,4.0,-3.726,0.0,0.129,0.0193,1.75e-05,0.362,0.444,127.969,4.0,future bass; kawaii future bass,50.0,,compilation,42.0,2019-05-14,day
Aiobahn,Monstercat Instinct Vol. 4,Medusa,175238.0,False,18.0,0.604,0.847,1.0,-3.516,1.0,0.0291,0.0134,0.0,0.307,0.21,126.024,4.0,future bass; kawaii future bass,50.0,,compilation,42.0,2019-10-18,day
Ajmw,Chillhop Essentials Fall 2016,Virtues,210000.0,False,29.0,0.49,0.528,2.0,-8.408999999999999,1.0,0.18600000000000005,0.134,0.4970000000000001,0.21600000000000005,0.476,99.862,4.0,chillhop; lo-fi beats,57.0,,compilation,53.0,2016-10-10,day
Ajmw,Chillhop Essentials Summer 2017,OldTricks,176551.0,False,37.0,0.765,0.4270000000000001,11.0,-9.824,0.0,0.0497,0.278,0.599,0.141,0.628,87.001,4.0,chillhop; lo-fi beats,57.0,,compilation,54.0,2017-06-12,day
Akosmo,"First Steps (From ""Celeste"")","First Steps (From ""Celeste"")",278624.0,False,21.0,0.721,0.7829999999999999,9.0,-6.729,1.0,0.168,0.114,0.563,0.054000000000000006,0.28,174.02,4.0,lo-fi vgm,30.0,,single,18.0,2018-06-01,day
Alec Benjamin,Narrated For You,Let Me Down Slowly,169353.0,False,82.0,0.652,0.557,1.0,-5.714,0.0,0.0318,0.74,0.0,0.124,0.483,150.07299999999995,4.0,electropop; pop,80.0,,album,85.0,2018-11-16,day
Alesso,Is That For Me,Is That for Me - KO:YU Remix,,,,,,,,,,,,,,,,,,,,,,
Alex Ferro,You (Itro Remix),You (Itro Remix),178531.0,False,23.0,0.42,0.647,5.0,-7.963999999999999,1.0,0.0417,0.0244,0.00192,0.214,0.43,159.923,4.0,,17.0,,single,21.0,2016-09-20,day
Alex Gaudino,Never Give Up on Love,Never Give Up on Love - Flatdisk Remix Edit,185216.0,False,6.0,0.736,0.758,4.0,-2.9960000000000004,0.0,0.0509,0.133,0.0,0.149,0.609,123.017,4.0,disco house; edm; electro house; vocal house,61.0,,single,29.0,2018-02-09,day
Align,Daydreaming,Daydreaming,199797.0,False,31.0,0.6559999999999999,0.799,9.0,-5.093,1.0,0.0353,0.231,0.31,0.166,0.385,119.961,4.0,,44.0,,single,28.0,2017-02-28,day
Alina Baraz,Floating (feat. Khalid) [filous Remix],Floating (feat. Khalid) [filous Remix],200865.0,False,60.0,0.757,0.614,4.0,-6.8279999999999985,1.0,0.126,0.472,0.0,0.161,0.616,90.523,4.0,alternative r&b; electropop; etherpop; pop,73.0,,single,57.0,2019-02-08,day
Alina Baraz,The Color Of You (Remixes),Electric (feat. Khalid) [Ryan Riback Remix],251520.0,False,40.0,0.629,0.645,10.0,-10.735,0.0,0.103,0.447,7.390000000000001e-05,0.0992,0.28300000000000003,115.077,4.0,alternative r&b; electropop; etherpop; pop,73.0,,single,43.0,2019-02-22,day
Alina Baraz,The Color Of You (Remixes),Floating (feat. Khalid) [Ekali Remix],198423.0,False,36.0,0.628,0.7020000000000001,7.0,-5.18,1.0,0.0438,0.166,5.77e-06,0.37,0.276,91.991,4.0,alternative r&b; electropop; etherpop; pop,73.0,,single,43.0,2019-02-22,day
Alina Baraz,The Color Of You (Remixes),I Don’t Even Know Why Though (Anna of the North remix),204164.0,False,23.0,0.595,0.667,3.0,-7.322,1.0,0.0352,0.0811,0.00105,0.26,0.516,136.993,4.0,alternative r&b; electropop; etherpop; pop,73.0,,single,43.0,2019-02-22,day
Alina Baraz,The Color Of You (Remixes),I Don’t Even Know Why Though (Qrion Remix),237428.0,False,16.0,0.409,0.509,0.0,-7.209,0.0,0.0284,0.0173,2.29e-05,0.126,0.166,68.944,4.0,alternative r&b; electropop; etherpop; pop,73.0,,single,43.0,2019-02-22,day
All Sons & Daughters,All Sons & Daughters,Great Are You Lord,296343.0,False,53.0,0.472,0.35100000000000003,9.0,-8.996,1.0,0.0326,0.589,0.0,0.0821,0.0611,144.01,3.0,anthem worship; ccm; christian music; christian uplift; indiecoustica; roots worship; world worship; worship,59.0,,album,53.0,2014-05-04,day
All Sons & Daughters,Live,Great Are You Lord - Live,290413.0,False,59.0,0.39,0.457,9.0,-7.915,1.0,0.0327,0.0874,8.900000000000001e-06,0.123,0.145,143.977,3.0,anthem worship; ccm; christian music; christian uplift; indiecoustica; roots worship; world worship; worship,59.0,,album,58.0,2013-04-21,day
All Sons & Daughters,The Longing EP No. 3,Called Me Higher,355320.0,False,38.0,0.3670000000000001,0.507,1.0,-8.76,1.0,0.0321,0.43,5.4299999999999985e-05,0.102,0.194,171.957,4.0,anthem worship; ccm; christian music; christian uplift; indiecoustica; roots worship; world worship; worship,59.0,,single,40.0,2012-09-23,day
Allem Iversom,Chillhop Essentials Winter 2019,me and my tiger,197000.0,False,32.0,0.5660000000000001,0.256,5.0,-15.417,1.0,0.0397,0.96,0.89,0.107,0.0423,78.06,4.0,lo-fi beats,59.0,,compilation,61.0,2019-12-11,day
Allem Iversom,Without You,Held,105205.0,False,27.0,0.574,0.269,0.0,-15.121,1.0,0.32,0.8909999999999999,0.938,0.118,0.19,145.69899999999996,4.0,lo-fi beats,59.0,,album,32.0,2017-09-19,day
Allie Paige,Miles & Years,In Your Midst,332431.0,False,48.0,0.481,0.305,0.0,-10.969,1.0,0.0337,0.885,0.0,0.105,0.107,148.03799999999995,4.0,alternative ccm; anthem worship; christian pop,45.0,,album,50.0,2017-11-26,day
Allie X,CollXtion II,Need You,203103.0,False,38.0,0.642,0.611,8.0,-8.492,1.0,0.0661,0.621,0.336,0.109,0.8320000000000001,173.96,4.0,art pop; canadian electropop; canadian pop; dance pop; electropop; escape room; indie electropop; indie poptimism; metropopolis; pop; pop dance; post-teen pop; vapor soul,65.0,,album,59.0,2017-06-09,day
Aloe Blacc,Brooklyn In The Summer,Brooklyn In The Summer - Manatee Commune Remix,206000.0,False,23.0,0.596,0.8,5.0,-2.134,1.0,0.454,0.0779,0.0,0.359,0.611,120.086,4.0,pop soul; r&b,74.0,,single,25.0,2018-07-27,day
Alpharock,Rockin',Rockin',196874.0,False,21.0,0.59,0.98,1.0,-4.843,1.0,0.0704,0.00178,0.463,0.12,0.157,128.041,4.0,electro house; sky room,42.0,,single,18.0,2017-03-10,day
Altitude.,Odds & Ends,Cherry,147692.0,False,46.0,0.868,0.199,4.0,-11.278,1.0,0.327,0.923,0.737,0.106,0.616,77.971,4.0,japanese chillhop,42.0,,album,50.0,2017-04-23,day
American Authors,I Wanna Go Out,I Wanna Go Out,186000.0,False,44.0,0.58,0.903,7.0,-4.315,1.0,0.103,0.051,8.84e-06,0.423,0.618,105.992,4.0,indie poptimism; modern alternative rock; modern rock; pop rock,71.0,,album,59.0,2019-02-01,day
American Authors,Seasons,I Wanna Go Out,186000.0,False,44.0,0.58,0.903,7.0,-4.315,1.0,0.103,0.051,8.84e-06,0.423,0.618,105.992,4.0,indie poptimism; modern alternative rock; modern rock; pop rock,71.0,,album,59.0,2019-02-01,day
American Wolf,My Main Sport,May,445053.0,False,29.0,0.535,0.518,7.0,-8.76,1.0,0.0312,0.201,0.634,0.0753,0.177,139.974,4.0,,22.0,,album,28.0,2014-09-27,day
Anamanaguchi,Capsule Silence XXIV Original Soundtrack,Capsule Silence,159428.0,False,22.0,0.485,0.947,3.0,-2.645,1.0,0.0365,0.00361,0.852,0.29600000000000004,0.173,140.003,3.0,bitpop; chiptune; indie game soundtrack; nintendocore,60.0,,album,34.0,2016-12-21,day
Anamanaguchi,[USA],Air On Line,298855.0,False,37.0,0.507,0.7809999999999999,1.0,-5.437,1.0,0.0345,0.0184,0.0184,0.381,0.315,95.019,4.0,bitpop; chiptune; indie game soundtrack; nintendocore,60.0,,album,49.0,2019-10-25,day
Anamanaguchi,[USA],Apophenia Light [Name Eaters],105745.0,False,23.0,0.429,0.4370000000000001,1.0,-9.53,0.0,0.0558,0.294,0.00716,0.0855,0.189,137.375,1.0,bitpop; chiptune; indie game soundtrack; nintendocore,60.0,,album,49.0,2019-10-25,day
Anamanaguchi,[USA],B S X,171676.0,False,31.0,0.318,0.941,0.0,-3.491,1.0,0.1,5.12e-05,0.000261,0.111,0.336,199.921,4.0,bitpop; chiptune; indie game soundtrack; nintendocore,60.0,,album,49.0,2019-10-25,day
Anamanaguchi,[USA],Lorem Ipsum (Arctic Anthem),289664.0,False,34.0,0.109,0.491,9.0,-6.513,1.0,0.0433,0.111,0.0765,0.13,0.162,179.122,4.0,bitpop; chiptune; indie game soundtrack; nintendocore,60.0,,album,49.0,2019-10-25,day
Anamanaguchi,[USA],On My Own,237776.0,False,45.0,0.354,0.884,0.0,-3.073,0.0,0.0472,0.00098,2.88e-06,0.231,0.28600000000000003,94.955,4.0,bitpop; chiptune; indie game soundtrack; nintendocore,60.0,,album,49.0,2019-10-25,day
Anamanaguchi,[USA],Overwriting Incorporate,324196.0,False,25.0,0.183,0.758,5.0,-5.029,1.0,0.0652,0.0141,0.000682,0.436,0.0863,172.482,4.0,bitpop; chiptune; indie game soundtrack; nintendocore,60.0,,album,49.0,2019-10-25,day
Anamanaguchi,[USA],Speak To You [Memory Messengers],101247.0,False,24.0,0.6579999999999999,0.488,8.0,-10.88,1.0,0.0356,0.769,0.899,0.147,0.09,119.985,3.0,bitpop; chiptune; indie game soundtrack; nintendocore,60.0,,album,49.0,2019-10-25,day
Anamanaguchi,[USA],Sunset By Plane,281721.0,False,29.0,0.405,0.858,11.0,-5.005,1.0,0.0626,0.00807,0.0118,0.0945,0.22,95.037,4.0,bitpop; chiptune; indie game soundtrack; nintendocore,60.0,,album,49.0,2019-10-25,day
Anamanaguchi,[USA],Tear,203547.0,False,23.0,0.289,0.172,9.0,-9.101,0.0,0.0392,0.14400000000000002,0.884,0.588,0.0941,115.732,4.0,bitpop; chiptune; indie game soundtrack; nintendocore,60.0,,album,49.0,2019-10-25,day
Anamanaguchi,[USA],The C R T Woods,257055.0,False,29.0,0.33,0.784,2.0,-5.443,1.0,0.0424,0.0161,0.7090000000000001,0.647,0.224,187.521,4.0,bitpop; chiptune; indie game soundtrack; nintendocore,60.0,,album,49.0,2019-10-25,day
Anamanaguchi,[USA],Up to You,150394.0,False,30.0,0.54,0.759,11.0,-5.5520000000000005,1.0,0.0296,0.0629,0.000938,0.104,0.306,120.02,4.0,bitpop; chiptune; indie game soundtrack; nintendocore,60.0,,album,49.0,2019-10-25,day
Anamanaguchi,[USA],We Die,371860.0,False,26.0,0.635,0.598,0.0,-8.738999999999999,1.0,0.0301,0.0119,0.461,0.111,0.341,128.002,4.0,bitpop; chiptune; indie game soundtrack; nintendocore,60.0,,album,49.0,2019-10-25,day
Anamanaguchi,[USA],[ L O M ],158436.0,False,20.0,0.237,0.218,4.0,-10.773,1.0,0.0361,0.954,0.935,0.107,0.0375,124.283,5.0,bitpop; chiptune; indie game soundtrack; nintendocore,60.0,,album,49.0,2019-10-25,day
Anamanaguchi,[USA],[ U S A ],197664.0,False,26.0,0.265,0.42,6.0,-10.544,0.0,0.0393,0.784,0.505,0.518,0.163,119.541,4.0,bitpop; chiptune; indie game soundtrack; nintendocore,60.0,,album,49.0,2019-10-25,day
Andrew Huang,Alabaster,Living,121230.0,False,21.0,0.797,0.913,1.0,-4.87,1.0,0.345,0.0724,0.0243,0.0385,0.95,97.48,3.0,canadian electronic,43.0,,album,35.0,2019-07-11,day
Andrew Huang,Alphabetical,Alphabetical - Instrumental,77369.0,False,2.0,0.805,0.769,5.0,-9.826,1.0,0.0522,0.302,0.936,0.0843,0.271,115.53,4.0,canadian electronic,43.0,,single,5.0,2017-02-02,day
Andrew Huang,Interstellar,Docking at Earth VII,106965.0,False,3.0,0.593,0.584,6.0,-13.815,1.0,0.0416,0.723,0.895,0.175,0.8190000000000001,170.99900000000005,4.0,canadian electronic,43.0,,album,14.0,2016-08-01,day
Andrew Huang,Stars,Get Away,169591.0,False,18.0,0.609,0.728,7.0,-7.277,1.0,0.0991,0.281,0.0,0.57,0.333,97.949,4.0,canadian electronic,43.0,,album,27.0,2017-11-03,day
Andrew Huang,Stars,Good Run,264327.0,False,20.0,0.703,0.802,8.0,-5.8210000000000015,1.0,0.11,0.603,8.740000000000001e-05,0.276,0.802,102.532,4.0,canadian electronic,43.0,,album,27.0,2017-11-03,day
Andrew Huang,Summertime Feeling,Summertime Feeling,240679.0,True,33.0,0.639,0.5920000000000001,0.0,-5.852,0.0,0.113,0.473,0.000923,0.188,0.6709999999999999,94.42,4.0,canadian electronic,43.0,,single,31.0,2019-10-17,day
Andrew Huang,TV & Video Games,Birdfeeder,122320.0,False,15.0,0.888,0.382,0.0,-12.923,1.0,0.0915,0.611,0.24,0.106,0.757,76.503,4.0,canadian electronic,43.0,,album,29.0,2018-11-30,day
Andrew Huang,Tines,Tines,166254.0,False,32.0,0.71,0.295,0.0,-11.453,1.0,0.0615,0.8059999999999999,0.954,0.111,0.166,86.60799999999998,4.0,canadian electronic,43.0,,single,29.0,2017-06-29,day
Andrew Huang,Yours,Yours,279775.0,False,24.0,0.5579999999999999,0.718,10.0,-5.448,0.0,0.0365,0.294,0.00383,0.131,0.213,89.009,4.0,canadian electronic,43.0,,single,21.0,2019-02-22,day
Andy Grammer,The Good Parts,Fresh Eyes,198001.0,False,66.0,0.828,0.56,0.0,-6.685,1.0,0.0327,0.5479999999999999,3.66e-05,0.15,0.872,122.054,4.0,modern rock; neo mellow; pop; pop rock; post-teen pop,77.0,,album,67.0,2017-12-01,day
Andy Williams,The Andy Williams Christmas Album,It's the Most Wonderful Time of the Year,151933.0,False,76.0,0.24,0.598,7.0,-8.435,1.0,0.0369,0.7659999999999999,0.0,0.117,0.7759999999999999,201.629,3.0,adult standards; brill building pop; easy listening,70.0,,album,74.0,1963-11-24,day
Angela Lansbury,Beauty and the Beast,"Be Our Guest - From ""Beauty and the Beast""/Soundtrack",224733.0,False,61.0,0.517,0.421,11.0,-12.822,0.0,0.172,0.813,0.0,0.0788,0.578,121.459,4.0,broadway; hollywood; movie tunes; show tunes,60.0,,compilation,70.0,1991-01-01,day
Angela Lansbury,Beauty and the Beast,"Beauty and the Beast - From ""Beauty and the Beast"" / Soundtrack Version",166306.0,False,62.0,0.241,0.162,8.0,-14.447,1.0,0.035,0.78,4.53e-06,0.153,0.183,171.584,4.0,broadway; hollywood; movie tunes; show tunes,60.0,,compilation,70.0,1991-01-01,day
Anika Noni Rose,The Princess and the Frog,"Almost There - From ""The Princess and the Frog"" / Soundtrack Version",144826.0,False,62.0,0.535,0.448,0.0,-7.758999999999999,1.0,0.0431,0.8079999999999999,1.25e-05,0.303,0.557,78.78399999999998,4.0,hollywood; movie tunes,60.0,,compilation,60.0,2009-01-01,day
Anki,All Alone,All Alone,246382.0,False,26.0,0.445,0.853,7.0,-1.13,1.0,0.0372,0.0559,0.0,0.75,0.509,94.024,4.0,future bass; melodic dubstep; pop edm,44.0,,single,24.0,2017-09-29,day
Anki,Bloom,Just A Game,265588.0,False,12.0,0.381,0.983,2.0,-2.269,1.0,0.31,0.0111,1.83e-06,0.258,0.301,169.984,4.0,future bass; melodic dubstep; pop edm,44.0,,album,40.0,2018-08-24,day
